MAID	NAME	FORMULA	Ontology	INCHIKEY	SMILES	INSTRUMENTTYPE	ExactMass	PUBCHEM	Num_Spectra	Species	Cas	KEGG	Reaction	Pathway	Biospecimen	Healthcondition
MA000919	Alizarin	C14H8O4	Benzenoids|Anthracenes|Anthraquinones	RGCKGOZRHPZPFP-UHFFFAOYSA-N	O=C1C=2C=CC=CC2C(=O)C3=C(O)C(O)=CC=C13	ESI-QFT|ESI-QTOF|GC-EI-TOF	240.042258736	6293	45	Libertia caerulescens|Rheum palmatum|Asperula odorata|Galium spp.|Morinda citrifolia|Morinda umbellata|Rubia cordifolia|Rubia tinctorum	72-48-0	C03476	R03787			
MA000920	Allantoin	C4H6N4O3	Organoheterocyclic compounds|Azoles|Imidazoles	POJWUDADGALRAB-UHFFFAOYSA-N	NC(=O)NC1NC(=O)NC1=O	ESI-QFT|ESI-QTOF|ESI-QQQ|ESI-ITFT|EI-B|GC-EI-TOF|GC-MS	158.043990052	204	67	human	97-59-6				urine	Schizophrenia|Infections and infestations|Meningitis
MA000921	Allyl isothiocyanate	C4H5NS	Organosulfur compounds|Isothiocyanates|	ZOJBYZNEUISWFT-UHFFFAOYSA-N	C=CCN=C=S	ESI-QFT|ESI-QQQ|EI-B	99.01427016	5971	5	human	57-06-7	C19317		map04750	serum	Coma|Respiratory, thoracic and mediastinal disorders|Apnea
MA000922	alpha-Hydroxyhippuric acid	C9H9NO4	Benzenoids|Benzene and substituted derivatives|Benzoic acids and derivatives	GCWCVCCEIQXUQU-UHFFFAOYSA-N	OC(NC(=O)C1=CC=CC=C1)C(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ	195.053157768	450272	11	human						
MA000923	2-Oxo-4-(methylthio)butanoic acid	C5H8O3S	Lipids and lipid-like molecules|Fatty Acyls|Fatty acids and conjugates	SXFSQZDSUWACKX-UHFFFAOYSA-N	CSCCC(=O)C(O)=O	ESI-QFT|ESI-QTOF|GC-MS	148.019415116	473	5	human|Arabidopsis thaliana	583-92-6	C01180	R00648|R00652|R03001|R07364|R07396|R08618|R08619|R09373	map00270|map00966|map01060|map01100|map01110|map01210	urine	
MA000924	Aprobarbital	C10H14N2O3	Organoheterocyclic compounds|Diazines|Pyrimidines and pyrimidine derivatives	UORJNBVJVRLXMQ-UHFFFAOYSA-N	CC(C)C1(CC=C)C(=O)NC(=O)NC1=O	ESI-QFT|ESI-QTOF|EI-B|CI-B	210.10044230799997	6464	6	human	77-02-1	C07826			urine	
MA000925	Arabinose	C5H10O5	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	PYMYPHUHKUWMLA-WDCZJNDASA-N	OC[C@@H](O)[C@@H](O)[C@H](O)C=O	ESI-QFT	150.05282341999998	66308	1	human	147-81-9				feces	
MA000926	Arabitol	C5H12O5	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	HEBKCHPVOIAQTA-QWWZWVQMSA-N	OC[C@@H](O)C(O)[C@H](O)CO	ESI-QFT|ESI-QTOF|ESI-QQQ||GC-EI-TOF|EI-B|||GC-MS	152.06847348399998	94154	35	human	488-82-4				urine	Invasive candidiasis
MA000927	Arbutin	C12H16O7	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	BJRNKVDFDLYUGJ-RMPHRYRLSA-N	OC1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1	ESI-QFT|ESI-QTOF|GC-EI-TOF	272.089602852	440936	24		497-76-7					
MA000928	Artesunate	C19H28O8	Lipids and lipid-like molecules|Prenol lipids|Sesquiterpenoids	FIHJKUPKCHIPAT-NKHDUEHSSA-N	O=C(O)CCC(=O)OC1OC2OC3(OOC24C(CC3)C(C)CCC4C1C)C	ESI-QFT|ESI-QTOF	384.178417856	65664	3		182824-33-5					
MA000929	Ascorbic acid	C6H8O6	Organoheterocyclic compounds|Dihydrofurans|Furanones	CIWBSHSKHKDKBQ-JLAZNSOCSA-N	[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO	ESI-QFT|ESI-QTOF|GC-EI-TOF|EI-B	176.03208797599999	54670067	32	human	50-81-7				urine	Hyperoxalemia|Traumatic brain injury|Infections and infestations|Meningitis
MA000930	Benzbromarone	C17H12Br2O3	Organic oxygen compounds|Organooxygen compounds|Carbonyl compounds	WHQCHUCQKNIQEC-UHFFFAOYSA-N	CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=CC=CC=C2O1	ESI-QFT|ESI-QTOF	421.915318444	2333	2	human	3562-84-3					
MA000931	1,2,4-Trihydroxybenzene	C6H6O3	Benzenoids|Phenols|Benzenetriols and derivatives	GGNQRNBDZQJCCN-UHFFFAOYSA-N	OC1=CC(O)=C(O)C=C1	ESI-QFT|GC-EI-TOF|GC-MS	126.03169405199999	10787	3	human|Begonia nantoensis	533-73-3	C08594			proteins	
MA000932	Benzylsuccinic acid	C11H12O4	Phenylpropanoids and polyketides|Phenylpropanoic acids|	GTOFKXZQQDSVFH-UHFFFAOYSA-N	OC(=O)CC(CC1=CC=CC=C1)C(O)=O	ESI-QFT|ESI-QTOF|GC-EI-TOF	208.073558864	3858	3	human	884-33-3	C00579	R01698		proteins	
MA000933	beta-Cyano-alanine	C4H6N2O2	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	BXRLWGXPSRYJDZ-VKHMYHEASA-N	[H][C@](N)(CC#N)C(O)=O	ESI-QFT|EI-B|GC-EI-TOF|GC-MS	114.042927432	439742	4	human	6232-19-5				proteins	
MA000934	beta-Hydroxyisovaleric acid	C5H10O3	Lipids and lipid-like molecules|Fatty Acyls|Fatty acids and conjugates	AXFYFNCPONWUHW-UHFFFAOYSA-N	CC(C)(O)CC(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ||GC-EI-TOF	118.06299417999999	69362	11	human	625-08-1				urine	Aciduria|Metabolism and nutrition disorders|3-methyl-crotonyl-glycinuria|3-methylglutaconic aciduria|Glutaric aciduria type 2
MA000935	beta-Hydroxymyristic acid	C14H28O3	Lipids and lipid-like molecules|Fatty Acyls|Fatty acids and conjugates	ATRNZOYKSNPPBF-UHFFFAOYSA-N	CCCCCCCCCCCC(O)CC(O)=O	ESI-QFT|ESI-QTOF|GC-EI-TOF|GC-MS	244.20384475599997	16064	4	human	1961-72-4				feces	
MA000936	Bicalutamide	C18H14F4N2O4S	Benzenoids|Benzene and substituted derivatives|Trifluoromethylbenzenes	LKJPYSCBVHEWIU-UHFFFAOYSA-N	CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F	ESI-QFT|ESI-QTOF	430.06104080800003	2375	11	human	90357-06-5	C08160			urine	
MA000937	Butabarbital	C10H16N2O3	Organoheterocyclic compounds|Diazines|Pyrimidines and pyrimidine derivatives	ZRIHAIZYIMGOAB-UHFFFAOYSA-N	CCC(C)C1(CC)C(=O)NC(=O)NC1=O	ESI-QFT	212.11609237199997	2479	1	human	125-40-6	C07827			urine	Psychiatric disorders|Irritability|Confusion
MA000938	Butyrylglycine	C6H11NO3	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	WPSSBBPLVMTKRN-UHFFFAOYSA-N	CCCC(=O)NCC(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ	145.07389321199997	88412	5	human	20208-73-5				urine	Short chain acyl-coa dehydrogenase deficiency
MA000939	Carboxyibuprofen	C13H16O4	Phenylpropanoids and polyketides|Phenylpropanoic acids|	DIVLBIVDYADZPL-UHFFFAOYSA-N	CC(CC1=CC=C(C=C1)C(C)C(O)=O)C(O)=O	ESI-QFT|ESI-QTOF|EI-B	236.104858992	10444113	4	human	15935-54-3				urine	
MA000940	Catechol	C6H6O2	Benzenoids|Phenols|Benzenediols	YCIMNLLNPGFGHC-UHFFFAOYSA-N	OC1=CC=CC=C1O	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-EI-TOF|EI-B	110.036779432	289	31	human|Semecarpus vitiensis|Conyza bonariensis|Erigeron breviscapus|Betula luminifera|Cercidiphyllum japonicum var.sinense|Terminalia chebula|Luffa cylindrica|Gaultheria spp.|Illicium fargesii|Persea americana|Nelumbo nucifera|Gymnadenia conopsea R.BR.|Passiflora caerulea|Posidonia oceanica|Ziziphus jujuba|Malus doumeri varl formosana|Prunus persica|Uncaria gambir|Citrus paradisi|Populus spp.|Vitis vinifera	120-80-9	C00090	R00058|R00080|R00812|R00813|R00814|R00815|R00816|R00817	map00361|map00362|map00364|map00621|map00624|map00626|map00627|map01100|map01120|map01220	urine	Schizophrenia
MA000941	Cellobiose	C12H22O11	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	GUBGYTABKSRVRQ-QRZGKKJRSA-N	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	ESI-QFT|ESI-QQQ||GC-EI-TOF|GC-MS|ESI-QTOF	342.116211524	10712	15	human	528-50-7	C08519			proteins	
MA000942	Chlorogenic acid	C16H18O9	Organic oxygen compounds|Organooxygen compounds|Alcohols and polyols	CWVRJTMFETXNAD-JUHZACGLSA-N	O[C@@H]1C[C@](O)(C[C@@H](OC(=O)C=CC2=CC(O)=C(O)C=C2)[C@@H]1O)C(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ|ESI-QIT|GC-EI-TOF|GC-MS|FD-B	354.095082156	1794427	87	human	327-97-9				urine	
MA000943	Cholic acid	C24H40O5	Lipids and lipid-like molecules|Steroids and steroid derivatives|Bile acids, alcohols and derivatives	BHQCQFFYRZLCQQ-OELDTZBJSA-N	[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ|EI-B|GC-EI-QqQMS|ESI-TOF|ESI-ITTOF	408.28757437999997	221493	102	human	81-25-4				urine	Primary biliary cirrhosis|Cystic fibrosis|Cirrhosis|Hepatobiliary disorders|Biliary atresia
MA000944	Cinnamic acid	C9H8O2	Phenylpropanoids and polyketides|Cinnamic acids and derivatives|Cinnamic acids	WBYWAXJHAXSJNI-VOTSOKGWSA-N	OC(=O)C=CC1=CC=CC=C1	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-EI-TOF|GC-MS	148.052429496	444539	54	human|Pleurocybella porrigens|Tetrapanax papyriferus|Helianthus tuberosus|Parthenium argentatum|Cistus ladaniferus|Arabidopsis thaliana|Erythroxylum coca|Medicago sativa|Phaseolus aureus|Pisum sativum|Globularia spp.|Liquidambar orientalis|Cinnamomum spp.|Lilium candidum|Gynerium sagittatum|Populus spp.|Leucophyllum ambiguum|Scrophularia nodosa|Alpinia spp.|Andrographis paniculata|Goniothalamus amuyon|Polyalthia crassa|Foeniculum vulgare|Panax notoginseng|Achillea alexandri-regis Bornm.& Rudski|Balanophora abbreviata B1|Ephedra equisetina|Myroxylon pereirae|Aeschynanthus bracteatus|Illicium fargesii|Engelhardia roxburghiana|Cinnamomum burmannii Nees ex BI|Cinnamomum cassia|Cinnamomum japonicum|Syringa afghanica|Harpagophytum procumbens|Picrorhiza kurooa|Picrorhiza scrophulariiflora|Plantago major|Posidonia oceanica|Tarenna attenuata|Viscum coloratum|Rehmannia glutinosa|Scrophularia buergeriana|Scrophularia ningpoensis|Lycium chinense|Mandragora autumnalis|Styrax benzoin|Taxus baccata	621-82-9	C10438			saliva	
MA000945	Citraconic acid	C5H6O4	Lipids and lipid-like molecules|Fatty Acyls|Fatty acids and conjugates	HNEGQIOMVPPMNR-IHWYPQMZSA-N	CC(=CC(O)=O)C(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-EI-TOF|EI-B|GC-MS	130.026608672	643798	20	human	498-23-7				urine	
MA000946	Citramalic acid	C5H8O5	Lipids and lipid-like molecules|Fatty Acyls|Fatty acids and conjugates	XFTRTWQBIOMVPK-UHFFFAOYSA-N	CC(O)(CC(O)=O)C(O)=O	ESI-QFT|ESI-ITFT|ESI-QQQ	148.03717335599998	1081	8	human	597-44-4				urine	
MA000947	Citric acid	C6H8O7	Organic acids and derivatives|Carboxylic acids and derivatives|Tricarboxylic acids and derivatives	KRKNYBCHXYNGOX-UHFFFAOYSA-N	OC(=O)CC(O)(CC(O)=O)C(O)=O	ESI-QFT|ESI-ITFT|ESI-QTOF|ESI-QQQ||GC-EI-TOF|GC-MS||	192.027002596	311	49	human|Escherichia coli|Capparis aegyptia|Capparis deserti|Capparis leucophylla|Arabidopsis thaliana|Punica granatum|Hibiscus sabdariffa L.|Syzygium cumini|Sebertia acuminata|Curcuma domestica	77-92-9	C00158	R00351|R00352|R00362|R01322|R01323|R01324|R01325|R10090	map00020|map00250|map00630|map00720|map00997|map01053|map01060|map01061|map01062|map01063|map01064|map01065|map01066|map01070|map01100|map01110|map01120|map01200|map01210|map01230|map02020|map04742|map04922|map05230	urine	Schizophrenia|Paraquat poisoning|Hyperoxalemia|Rhabdomyolysis|Cancer|Lung cancer
MA000948	CMPF	C12H16O5	Lipids and lipid-like molecules|Fatty Acyls|Fatty acids and conjugates	WMCQWXZMVIETAO-UHFFFAOYSA-N	CCCC1=C(C)C(C(O)=O)=C(CCC(O)=O)O1	ESI-QFT	240.099773612	123979	4	human	86879-39-2				urine	Kidney disease|Coma|Psychosis|Nervous system disorders|Seizure
MA000949	Dehydroascorbic acid	C6H6O6	Organoheterocyclic compounds|Lactones|Gamma butyrolactones	SBJKKFFYIZUCET-JLAZNSOCSA-N	O=C1OC(C(=O)C1=O)C(O)CO	ESI-QFT|GC-EI-TOF	174.016437912	440667	3		490-83-5					
MA000950	Dehydroisoandrosterone sulfate	C19H28O5S	Lipids and lipid-like molecules|Steroids and steroid derivatives|Sulfated steroids	CZWCKYRVOZZJNM-USOAJAOKSA-N	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](CC[C@]12C)OS(O)(=O)=O	ESI-QFT|ESI-QTOF	368.165744996	12594	2	human	651-48-9	C10408			urine	Schizophrenia|Polycystic ovary syndrome|Benign prostatic hyperplasia|Acne|Cardiac disorders|Heart disease
MA000951	Deoxyadenosine	C10H13N5O3	Nucleosides, nucleotides, and analogues|Purine nucleosides|Purine 2'-deoxyribonucleosides	OLXZPDWKRNYJJZ-RRKCRQDMSA-N	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1	ESI-QFT|ESI-QTOF|ESI-QQQ||GC-EI-TOF|GC-MS	251.101839276	13730	40	human	958-09-8	C11565			urine	
MA000952	2'-Deoxyuridine 5'-monophosphate	C9H13N2O8P	Nucleosides, nucleotides, and analogues|Pyrimidine nucleotides|Pyrimidine deoxyribonucleotides	JSRLJPSBLDHEIO-SHYZEUOFSA-N	O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O	ESI-QFT|ESI-QTOF|ESI-QQQ	308.040952006	65063	20	human	964-26-1				proteins	
MA000953	Dichloroacetic acid	C2H2Cl2O2	Organic acids and derivatives|Carboxylic acids and derivatives|Alpha-halocarboxylic acids and derivatives	JXTHNDFMNIQAHM-UHFFFAOYSA-N	O=C(O)C(Cl)Cl	ESI-QFT|ESI-QTOF|ESI-QQQ	127.943184664	6597	12		79-43-6	C11149	R07103|R07123|R09143	map00625|map00980|map01120|map05204		
MA000954	Diethyloxalpropionate	C9H14O5	Organic acids and derivatives|Keto acids and derivatives|Gamma-keto acids and derivatives	NGRAIMFUWGFAEM-UHFFFAOYSA-N	O=C(OCC)C(=O)CCC(=O)OCC	ESI-QFT	202.08412354799998	80070	1		5965-53-7					
MA000955	Dihydro-4,4-dimethyl-2,3-furandione	C6H8O3	Organoheterocyclic compounds|Lactones|Gamma butyrolactones	HRTOQFBQOFIFEE-UHFFFAOYSA-N	O=C1OCC(C1=O)(C)C	ESI-QFT	128.04734411599998	39	1		13031-04-4	C01125	R03155|R03156			
MA000956	Dihydrocoumarin	C9H8O2	Phenylpropanoids and polyketides|3,4-dihydrocoumarins|	VMUXSMXIQBNMGZ-UHFFFAOYSA-N	O=C1CCC2=CC=CC=C2O1	ESI-QFT|ESI-QTOF|GC-EI-TOF|EI-B	148.052429496	660	12	human	119-84-6	C02274	R03692|R05430|R05432	map00624|map01120		
MA000957	Dihydroorotic acid	C5H6N2O4	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	UFIVEPVSAGBUSI-REOHCLBHSA-N	OC(=O)[C@@H]1CC(=O)NC(=O)N1	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-EI-TOF|GC-MS	158.032756672	439216	19	human	5988-19-2				proteins	
MA000958	Dihydroxyacetone phosphate	C3H7O6P	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	GNGACRATGGDKBX-UHFFFAOYSA-N	OCC(=O)COP(O)(O)=O	ESI-QFT|ESI-QQQ|GC-MS|ESI-ITFT	169.998024574	668	10	human|Escherichia coli|Catharanthus roseus|Vigna radiata	57-04-5	C00111	R00842|R00844|R00846|R00848|R00849|R01010|R01011|R01012	map00010|map00040|map00051|map00052|map00561|map00562|map00564|map00640|map00680|map00710|map00760|map01100|map01110|map01120|map01200|map01230	serum	
MA000959	Docosahexanoic acid	C22H32O2	Lipids and lipid-like molecules|Fatty Acyls|Fatty acids and conjugates	MBMBGCFOFBJSGT-KUBAVDMBSA-N	CCC=C/CC=C/CC=C/CC=C/CC=C/CC=C/CCC(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-MS	328.240230264	445580	16	human	6217-54-5				urine	Essential hypertension|Vascular disorders|Hypertension
MA000960	Docosatetraenoic acid	C22H36O2	Lipids and lipid-like molecules|Fatty Acyls|Fatty acids and conjugates	TWSWSIQAPQLDBP-DOFZRALJSA-N	CCCCCC=C/CC=C/CC=C/CC=C/CCCCCC(O)=O	ESI-QFT|ESI-QTOF	332.271530392	5497181	2	human					serum	
MA000961	Efavirenz	C14H9ClF3NO2	Organoheterocyclic compounds|Benzoxazines|	XPOQHMRABVBWPR-ZDUSSCGKSA-N	FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1	ESI-QFT|ESI-QTOF	315.027390868	64139	24	human	154598-52-4	C08088			urine	
MA000962	Eicosenoic acid	C20H38O2	Lipids and lipid-like molecules|Fatty Acyls|Fatty acids and conjugates	BITHHVVYSMSWAG-MDZDMXLPSA-N	O=C(O)CCCCCCCCCC=CCCCCCCCC	ESI-QFT|ESI-QTOF	310.287180456	5282769	3		2462-94-4					
MA000963	Ellagic acid	C14H6O8	Phenylpropanoids and polyketides|Tannins|Hydrolyzable tannins	AFSDNFLWKVMVRB-UHFFFAOYSA-N	OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2	ESI-QFT|ESI-QTOF|ESI-QQQ	302.00626715199996	5281855	31	human|Mangifera indica|Casuarina cunninghamiana Miq.|Casuarina equisetifolia L.|Combretum yunnanensis|Terminalia chebula|Terminalia superba|Cunonia macrophylla|Euphorbia hirta|Macaranga barteri|Quercus infectoria|Geranium sibiricum|Geranium thunbergii|Platycarya strobilacea|Lythrum salicaria|Punica granatum|Miconia myriantha|Eucalyptus citriodora|Eugenia crebrinervis|Eugenia gustavioides|Eugenia jambolana|Kunzea ambigua|Myrciaria cauliflora|Syzygium aromaticum|Syzygium cumini|Emblica officinalis|Agrimonia pilosa var.japonica|Cowania mexicana|Rubus idaeus L.|Saxifraga azizoon|Taxodium lanceolata	476-66-4				urine	
MA000964	Epicatechin-3-O-gallate	C22H18O10	Phenylpropanoids and polyketides|Flavonoids|Flavans	LSHVYAFMTMFKBA-CTNGQTDRSA-N	OC1=CC2=C(C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@@H](O2)C2=CC(O)=C(O)C=C2)C(O)=C1	ESI-QFT|ESI-QTOF|LC-ESI-TOF	442.089996776	6419835	19	human	130405-40-2					
MA000965	Epicatechin	C15H14O6	Phenylpropanoids and polyketides|Flavonoids|Flavans	PFTAWBLQPZVEMU-UKRRQHHQSA-N	O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1	ESI-QFT|ESI-QTOF|ESI-ITFT|ESI-QQQ|LC-ESI-TOF|GC-EI-TOF	290.079038168	72276	155	human	490-46-0				urine	
MA000966	Erythronolactone	C4H6O4	Organoheterocyclic compounds|Lactones|Gamma butyrolactones	SGMJBNSHAZVGMC-PWNYCUMCSA-N	O[C@@H]1COC(=O)[C@@H]1O	ESI-QFT|GC-MS|	118.026608672	5325915	3	human						
MA000967	Estrone	C18H22O2	Lipids and lipid-like molecules|Steroids and steroid derivatives|Estrane steroids	DNXHEGUUPJUMQT-CBZIJGRNSA-N	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3	ESI-QFT|ESI-QTOF|ESI-ITFT|ESI-QQQ|EI-B|GC-MS	270.161979944	5870	42	human	53-16-7	C02952	R04102|R10022		urine	Psychiatric disorders|Depression|Irritability
MA000968	Ethyl-beta-glucuronide	C8H14O7	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	IWJBVMJWSPZNJH-UQGZVRACSA-N	CCO[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O	ESI-QFT|ESI-QTOF	222.07395278799999	18392195	6	human					urine	
MA000969	Ethylmalonic acid	C5H8O4	Lipids and lipid-like molecules|Fatty Acyls|Fatty acids and conjugates	UKFXDFUAPNAMPJ-UHFFFAOYSA-N	CCC(C(O)=O)C(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ|EI-B|GC-EI-TOF	132.042258736	11756	14	human	601-75-2	C09565			urine	Anorexia nervosa
MA000970	Flurbiprofen	C15H13FO2	Benzenoids|Benzene and substituted derivatives|Biphenyls and derivatives	SYTBZMRGLBWNTM-UHFFFAOYSA-N	CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1	ESI-QFT|ESI-QTOF	244.089957876	3394	7	human	5104-49-4	C07013			urine	Dizziness|Coma|Nervous system disorders|Fainting
MA000971	Fructose-1,6-bisphosphate	C6H14O12P2	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	RNBGYGVWRKECFJ-ZXXMMSQZSA-N	O[C@H]1[C@H](O)[C@](O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O	ESI-QFT|GC-MS	339.996049148	445557	4	human	34693-23-7				serum	
MA000972	Fructose-1-phosphate	C6H13O9P	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	ZKLLSNQJRLJIGT-UYFOZJQFSA-N	[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)C(=O)COP(O)(O)=O	ESI-QFT|ESI-QQQ|ESI-ITFT	260.029718626	65246	3	human	15978-08-2				proteins	
MA000973	Fumaric acid	C4H4O4	Organic acids and derivatives|Carboxylic acids and derivatives|Dicarboxylic acids and derivatives	VZCYOOQTPOCHFL-OWOJBTEDSA-N	OC(=O)C=CC(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-EI-TOF|EI-B|GC-MS|	116.010958608	444972	26	human|Escherichia coli|Pseudomonas putida|Cladonia fallax|Cladonia rangiferina|Ganoderma japonicum|Rhizopus nigricans|Cirsium wallichii|Helianthus annuus|Senecio nemorensis|Lithospermum arvense|Sarcandra glabra|Arabidopsis thaliana|Capsella bursa-pastoris|Daphniphyllum calycinum|Euphorbia antiquorum|Astragalus alopecurus|Cicer arietinum|Pisum sativum|Sophora alopecuroides|Vicia faba|Corydalis yanhusuo|Fumaria officinalis|Punica granatum|Ficus carica|Glaucium flavum|Plantago major|Saccharum sinensis|Pyrrosia shearei|Malus domestica|Sebertia acuminata|Torreya yunnanensis|Urtica dioica|Curcuma domestica	110-17-8	C00122	R00402|R00408|R00412|R00490|R01082|R01083|R01085|R01086	map00020|map00190|map00220|map00250|map00350|map00360|map00620|map00643|map00650|map00720|map00760|map01060|map01061|map01062|map01063|map01064|map01065|map01066|map01070|map01100|map01110|map01120|map01200|map01220|map02020|map04922|map05200|map05211|map05230	urine	Nervous system disorders|Seizure
MA000974	Galactose	C6H12O6	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	WQZGKKKJIJFFOK-FPRJBGLDSA-N	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	ESI-QFT|ESI-QQQ	180.06338810399998	439353	4	human	7296-64-2	C00962			proteins	
